bwv,title,key
796,Sinfonia No.10,G major
797,Sinfonia No.11,G minor
798,Sinfonia No.12,A major
799,Sinfonia No.13,A minor
800,Sinfonia No.14,B♭ major
801,Sinfonia No.15,B minor
802,Duetto No.1,E minor
803,Duetto No.2,F major
804,Duetto No.3,G major
805,Duetto No.4,A minor
806,English Suite No.1,A major
807,English Suite No.2,A minor
808,English Suite No.3,G minor
809,English Suite No.4,F major
810,English Suite No.5,E minor
811,English Suite No.6,D minor
812,French Suite No.1,D minor
813,French Suite No.2,C minor
813a,French Suite No.2,C minor
814,French Suite No.3,B minor
814a,French Suite No.3,B minor
815,French Suite No.4,E♭ major
815a,French Suite No.4,E♭ major
816,French Suite No.5,G major
817,French Suite No.6,E major
818,Suite,A minor
818a,Suite,A minor
819,Suite,E♭ major
819a,Suite,E♭ major
820,Overture,F major
821,Suite,B♭ major
822,Suite,G minor
823,Suite,F minor
824,Suite,A major
825,Partita No.1,B♭ major
826,Partita No.2,C minor
827,Partita No.3,A minor
828,Partita No.4,D major
829,Partita No.5,G major
830,Partita No.6,E minor
831,Ouverture nach Französischer Art(Overture in the French Style),B minor
831a,Ouverture nach Französischer Art(Overture in the French Style),C minor
832,Suite,A major
833,Praeludium et Partita dei Tuono Terzo,F major
834,Allemande,C minor
835,Allemande,A minor
836,Allemande,G minor
837,Allemande,G minor
838,Allemande and Courante,A major
839,Sarabande,G minor
840,Courante,G major
841,Minuet,G major
842,Minuet,G minor
843,Minuet,G major
844,Scherzo,D minor
844a,Scherzo,E minor
845,Gigue,F minor
846-869,"Das wohltemperierte Klavier I (The Well-Tempered Clavier, Part I)",
846,Prelude and Fugue,C major
846a,Prelude and Fugue,C major
847,Prelude and Fugue,C minor
848,Prelude and Fugue,C♯ major
849,Prelude and Fugue,C♯ minor
850,Prelude and Fugue,D major
851,Prelude and Fugue,D minor
852,Prelude and Fugue,E♭ major
853,Prelude and Fugue,E♭ minor
854,Prelude and Fugue,E major
855,Prelude and Fugue,E minor
855a,Prelude and Fugue,E minor
856,Prelude and Fugue,F major
857,Prelude and Fugue,F minor
858,Prelude and Fugue,F♯ major
859,Prelude and Fugue,F♯ minor
860,Prelude and Fugue,G major
861,Prelude and Fugue,G minor
862,Prelude and Fugue,A♭ major
863,Prelude and Fugue,G♯ minor
864,Prelude and Fugue,A major
865,Prelude and Fugue,A minor
866,Prelude and Fugue,B♭ major
867,Prelude and Fugue,B♭ minor
868,Prelude and Fugue,B major
869,Prelude and Fugue,B minor
870-893,"Das wohltemperierte Klavier II (The Well-Tempered Clavier, Part II)",
870,Prelude and Fugue,C major
870a,Prelude and Fugue,C major
870b,Prelude and Fugue,C major
871,Prelude and Fugue,C minor
872,Prelude and Fugue,C♯ major
872a,Prelude and Fugue,C♯ major
873,Prelude and Fugue,C♯ minor
874,Prelude and Fugue,D major
875,Prelude and Fugue,D minor
875a,Prelude and Fugue,D minor
876,Prelude and Fugue,E♭ major
877,Prelude and Fugue,E♭ minor
878,Prelude and Fugue,E major
879,Prelude and Fugue,E minor
880,Prelude and Fugue,F major
881,Prelude and Fugue,F minor
882,Prelude and Fugue,F♯ major
883,Prelude and Fugue,F♯ minor
884,Prelude and Fugue,G major
885,Prelude and Fugue,G minor
886,Prelude and Fugue,A♭ major
887,Prelude and Fugue,G♯ minor
888,Prelude and Fugue,A major
889,Prelude and Fugue,A minor
890,Prelude and Fugue,B♭ major
891,Prelude and Fugue,B♭ minor
892,Prelude and Fugue,B major
893,Prelude and Fugue,B minor
894,Prelude and Fugue,A minor
895,Prelude and Fugue,A minor
896,Prelude and Fugue,A minor
897,Prelude and Fugue,A minor
898,"Prelude and Fugue (on the name of ""B-A-C-H"")",B♭ major
899,Prelude and Fughetta,D minor
900,Prelude and Fughetta,E minor
901,Prelude and Fughetta,F major
902,Prelude and Fughetta,G major
902/1a,Prelude,G major
903,Chromatic Fantasia,D minor
903a,Fantasia,D minor
904,Fantasia and Fugue,A minor
905,Fantasia and Fugue,D minor
906,Fantasia and Fugue,C minor
907,Fantasia and Fughetta,B♭ major
908,Fantasia and Fughetta,D major
909,Concerto and Fugue,C minor
910,Toccata,F♯ minor
911,Toccata,C minor
912,Toccata,D major
912a,Variations (2),D major
913,Toccata,D minor
914,Toccata,E minor
915,Toccata,G minor
916,Toccata,G major
917,Fantasia,G minor
918,Fantasia (Fantasia über ein rondo),C minor
919,Fantasia,C minor
920,Fantasia,G minor
921,Prelude (Fantasia),C minor
922,Prelude (Fantasia),A minor
923,Prelude,B minor
923a,Prelude,A minor
924–932,Kleine Präluden (9):,
924,Prelude,C major
924a,Prelude,C major
925,Prelude,D major
926,Prelude,D minor
927,Prelude,F major
928,Prelude,F major
929,Prelude,G minor
930,Prelude,G minor
931,Prelude,A minor
932,Prelude,E minor
933–938,Kleine Präluden (6):,
933,Prelude,C major
934,Prelude,C minor
935,Prelude,D minor
936,Prelude,D major
937,Prelude,E major
938,Prelude,E minor
939–943,Kleine Präluden (5):,
939,Prelude,C major
940,Prelude,D major
941,Prelude,E minor
942,Prelude,A minor
943,Prelude,C major
944,Fantasia and Fugue,A minor
945,Fugue,E minor
946,Fugue,C major
947,Fugue,A minor
948,Fugue,D minor
949,Fugue,A major
950,Fugue,A major
951,Fugue,B minor
951a,Fugue,B minor
952,Fugue,C major
953,Fugue,C major
954,Fugue,B♭ major
955,Fugue,B♭ major
955a,Fugue,G major
956,Fugue,E minor
957,"Machs mit mir, Gott, nach deiner Güt",G major
958,Fugue,A minor
959,Fugue,A minor
960,Fugue,E minor
961,Fughetta,C minor
962,Fugue,E minor
963,Sonata,D major
964,Sonata,D minor
965,Sonata,A minor
966,Sonata,C major
967,Sonata,A minor
968,Adagio,G major
969,Andante,G minor
970,Presto,D minor
971,Italienisches Konzert (Italian Concerto),F major
972–987,Konzerte nach verschiedenen Meistem (Concertos by Various Maestros) (16):,
972,Concerto No.1,D major
973,Concerto No.2,G major
974,Concerto No.3,D minor
975,Concerto No.4,G minor
976,Concerto No.5,C major
977,Concerto No.6,C major
978,Concerto No.7,F major
979,Concerto No.8,B minor
980,Concerto No.9,G major
981,Concerto No.10,C minor
982,Concerto No.11,B♭ major
983,Concerto No.12,G minor
984,Concerto No.13,C major
985,Concerto No.14,G minor
986,Concerto No.15,G major
987,Concerto No.16,D minor
988,Goldberg-Variationen (Goldberg Variations),G major
989,"Aria variata (""alla maniera italiana"")",A minor
990,Sarabande con partite,C major
991,Air with Variations,C minor
992,"Capriccio (""sopra la lotananza delsuo fratello dilettissimo"")",B♭ major
993,"Capriccio (""in honorem Johann Christoph Bachii"")",E major
994,Applicatio,C major
995,Suite,G minor
996,Suite,E minor
997,Suite,C minor
998,"Prelude, Fugue and Allegro",E♭ major
999,Prelude,C minor
1000,Fugue,G minor
1001-1006,6 Violin Sonatas and Partitas,
1001,Violin Sonata No.1,G minor
1002,Violin Partita No.1,B minor
1003,Violin Sonata No.2,A minor
1004,Violin Partita No.2,D minor
1005,Violin Sonata No.3,C major
1006,Violin Partita No.3,E major
1006a,Suite,E major
1007-1012,6 Cello Suites,
1007,Cello Suite No.1,G major
1008,Cello Suite No.2,D minor
1009,Cello Suite No.3,C major
1010,Cello Suite No.4,E♭ major
1011,Cello Suite No.5,C minor
1012,Cello Suite No.6,D major
1013,Partita,A minor
1014–1019,Violin Sonatas (6):,
1014,Sonata No.1,B minor
1015,Sonata No.2,A major
1016,Sonata No.3,E major
1017,Sonata No.4,C minor
1018,Sonata No.5,F minor
1018a,Sonata No.5,F minor
1019,Sonata No.6,G major
1019a,Sonata No.6,G major
1020,Violin Sonata,G minor
1021,Violin Sonata,G major
1022,Violin Sonata,F major
1023,Violin Sonata,E minor
1024,Violin Sonata,C minor
1025,Suite,A major
1026,Fugue,G minor
1027–1029,Sonatas for Viola da Gamba and Harpsichord (3):,
1027,Sonata No.1,G major
1028,Sonata No.2,D major
1029,Sonata No.3,G minor
1027a,Trios (3),G major
1030,Flute Sonata,B minor
1030b,Oboe Sonata,G minor
1031,Flute Sonata,E♭ major
1032,Flute Sonata,A major
1033,Flute Sonata,C major
1034,Flute Sonata,E minor
1035,Flute Sonata,E major
1036,Trio Sonata,D minor
1037,Trio Sonata,C major
1038,Trio Sonata,G major
1039,Trio Sonata,G major
1040,Trio Sonata,F major
1041,Violin Concerto,A minor
1042,Violin Concerto,E major
1043,"Concerto for 2 Violins (""Double Concerto"")",D minor
1044,"Concerto for Flute, Violin and Harpsichord (""Triple Concerto"")",A minor
1045,Sinfonia,D major
1046,Brandenburg Concerto No.1,F major
1046a(1071),Sinfonia,F major
1047,Brandenburg Concerto No.2,F major
1048,Brandenburg Concerto No.3,G major
1049,Brandenburg Concerto No.4,G major
1050,Brandenburg Concerto No.5,D major
1050a,Brandenburg Concerto No.5,D major
1051,Brandenburg Concerto No.6,B♭ major
1052,Harpsichord Concerto No.1,D minor
1052a,Harpsichord Concerto No.1,D minor
1052R,Violin Concerto,D minor
1053,Harpsichord Concerto No.2,E major
1053R,Oboe Concerto,F major
1054,Harpsichord Concerto No.3,D major
1055,Harpsichord Concerto No.4,A major
1055R,Oboe d'amore Concerto,A major
1056,Harpsichord Concerto No.5,F minor
1056R,Violin Concerto,G minor
1057,Harpsichord Concerto No.6,F major
1058,Harpsichord Concerto No.7,G minor
1059,Harpsichord Concerto No.8,D minor
1059R,Oboe Concerto,D minor
1060,Concerto for 2 Harpsichords,C minor
1060R,Concerto for Oboe and Violin,C minor
1061,Concerto for 2 Harpsichords,C major
1061a,Concerto for 2 Harpsichords,C major
1062,Concerto for 2 Harpsichords,C minor
1063,Concerto for 3 Harpsichords,D minor
1064,Concerto for 3 Harpsichords,C major
1064R,Concerto for 3 Violins,D major
1065,Concerto for 4 Harpsichords,A minor
1066,Orchestral Suite No.1 (Overture),C major
1067,Orchestral Suite No.2 (Overture),B minor
1068,Orchestral Suite No.3 (Overture),D major
1069,Orchestral Suite No.4 (Overture),D major
1070,"Overture (""Orchestral Suite No.5"")",G minor
1071,Sinfonia,F major
1072,"Canon (""Canon trias harmonica"")",D major
1073,"Canon (""Canon a 4 perpetuus"")",A minor
1074,"Canon (""Canon a 4"")",A minor
1075,"Canon  (""Canon a 2 perpetuus"")",D major
1076,"Canon (""Canon triplex a 6"")",G major
1077,"Canon (""Canone doppio sopr' il soggetto"")",G major
1078,"Canon (""Canon super fa miá 7 post tempus musicum"")",F major
1079,"Musikalisches Opfer (""Musical Offering"")",
1080,"Die Kunst der Fuge (""The Art of the Fugue"")",D minor
1081,Credo in unum Deum,F major
1082,Suscepit Israel puerum suum,E minor
1083,"Tilge, Höchster, meine Sünden (Psalm 51)",
1084,"O hilf, Christe, Gottes Sohn",
1085,O Lamm Gottes unschuldig (IV),
1086,"Canon (""Concordia discors"")",D major
1087,Canons (14),G major
1088,So heb ich denn mein Augesehnlich auf,G minor/ E♭ major
1089,Da Jesus an dem Kreuze stund,
1090–1120,"Chorale Preludes (""Neumeister Chorales"") (31):",
1090,Wir Christenleut'  (II),
1091,Das alte Jahr vergangen ist  (II),
1092,"Herr Gott, nun schleuss den Himmel auf  (II)",
1093,"Herzliebster Jesu, was hast duverbrochen  (I)",
1094,"O Jesu, wie ist dein Gestalt",
1095,O Lamm Gottes unschuldig (V),
1096,"Christ, der du bist Tag und Licht",
1097,"Ehre sei dir, Christe, der duleidest Not",
1098,Wir glauben all an einen Gott  (III),
1099,Aus tiefer Not schrei ich zu dir  (III),
1100,"Allein zu dir, Herr Jesu Christ",
1101,Durch Adams Fall ist ganzverderbt  (III),
1102,"Du Friedenfürst, Herr Jesu Christ",
1103,"Erhalt uns, Herr, bei deinem Wort  (I)",
1104,Wenn dich Unglück tut greifen an,
1105,"Jesu, meine Freude  (III)",
1106,"Gott ist mein Heil, mein Hilf undTrost",
1107,"Jesu, meines Lebens Leben  (I)",
1108,Als Jesus Christus in der Nacht,
1109,"Ach Gott, tu dich erbarmen",
1110,"O Herre Gott, dein göttlich's Wort  (II)",
1111,Nun lasst uns den Leib begraben,
1112,"Christus, der ist mein Leben",
1113,Ich hab mein Sach Gottheimgestellt  (IV),
1114,"Herr Jesu Christ, du höchstes Gut",
1115,"Herzlich lieb hab ich dich, o Herr,",
1116,"Was Gott tut, das ist wohlgetan  (I)",
1117,Alle Menschen müssen sterben  (II),
1118,"Werde munter, mein Gemüte",
1119,Wie nach einer Wasserquelle,
1120,"Christ, der du bist der helle Tag",
1121,Fantasia,C minor
1122–1126,Chorale Preludes (5):,
1122,"Denket doch, ihr Menschenkinder",
1123,Wo Gott zum Haus nicht gibt sein' Gunst (II),
1124,"Ich ruf zu dir, Herr Jesu Christ",
1125,"O Gott, du frommer Gott (III)",
1126,"Lobet Gott, unseren Herren",
1127,"Alles mit Gott, nichts ohn' ihn",
1128,Wo Gott der Herr nicht bei uns hält,B♭ major
Anh.001,Gesegnet ist die Zuversicht,
Anh.002,Cantata,
Anh.003,"Gott, gib dein Gerichte dem Könige",
Anh.004,Wünschet Jerusalem Glück,
Anh.004a,Wünschet Jerusalem Glück,
Anh.005,"Lobet der Herrn, alle seine Heerscharen",
Anh.006,Dich loben die lieblichen Strahlen,
Anh.007,Heut ist gewiss ein guter Tag,
Anh.008,Cantata,
Anh.009,"Entfernet euch, ihr heitern Sterne",
Anh.010,"So kämpfet nur, ihr muntern Töne",
Anh.011,"Es lebe der König, der Vater im Lande",
Anh.012,"Frohes Volk, vergnügte Sachsen",
Anh.013,Willkommen! Ihr herrschenden Götter,
Anh.014,Sein Segen fliesst daher wie ein Strom,
Anh.015,"Siehe, der Hüter Israel",
Anh.016,Schließt die Gruft! Ihr Trauerglocken,
Anh.017,"Mein Gott, nimm die gerechte Seele",
Anh.018,"Froher Tag, verlangte Stunden",
Anh.019,Thomana saß annoch betrübt,
Anh.020,Cantata,
Anh.021,"Magnificat (""Kleine Magnificat"")",A minor
Anh.022,Concerto for Oboe and Violin,
Anh.023,Concerto,E minor
Anh.024,Mass,A minor
Anh.025,Mass,C major
Anh.026,Mass,C minor
Anh.027,Sanctus,F major
Anh.028,Sanctus,B♭ major
Anh.029,Mass,C minor
Anh.030,Magnificat,C major
Anh.031,"Herr Gott, dich loben alle wir",D major
Anh.032–39,Geistliche Oden und ein Gedicht (7):,
Anh.032,Getrost mein Geist,
Anh.033,"Mein Jesus, spare nicht",
Anh.034,Kann ich mit einem Tone,
Anh.035,Meine Seele lass die Flügel,
Anh.036,Ich stimm' itzund ein Straff-Lied an,
Anh.037,Der schwarze Flügel trüber Nacht,
Anh.038,Das Finsterniß tritt ein,
Anh.039,Ach was wollt ihr trüben Sinnen,
Anh.040,Ich bin nun wie ich bin,
Anh.041,"Dir zu Liebe, wertes Herze",
Anh.042,Fugue,F major
Anh.043,Fugue,B minor
Anh.044,Fugue,G major
Anh.045,"Fugue (on ""B-A-C-H"")",B♭ major
Anh.046,Trio,C minor
Anh.047,"Ach Herr, mich armen Sünder",
Anh.048,Allein Gott in der Höh sei Ehr,
Anh.049,Ein feste Burg ist unser Gott,
Anh.050,"Erhalt uns, Herr, bei deinem Wort (II)",
Anh.051,Erstanden ist der heil'ge Christ (II),
Anh.052,"Freu dich sehr, o meine Seele",
Anh.053,"Schlage doch, gewünschte Stunde",
Anh.054,Helft mir Gottes Güte preisen (II),
Anh.055,"Herr Christ, der einge Gottessohn  (II)",
Anh.056,"Herr Jesu Christ, dich zu uns wend",
Anh.057,"Jesu Leiden, Pein und Tod",
Anh.058,"Jesu, meine Freude (IV)",
Anh.059,"Jesu, meine Freude (V)",
Anh.060,Nun lob' meine Seele,
Anh.061,O Mensch bewein dein' Sünde groß,
Anh.062a,Sei Lob und Ehr (I),
Anh.062b,Sei Lob und Ehr  (II),
Anh.063,"Vom Himmel hoch, da komm ich her (VI)",
Anh.064,"Vom Himmel hoch, da komm ich her (VII)",
Anh.066,"Wachet auf, ruft uns die Stimme",
Anh.067,"Was Gott tut, das ist wohlgetan (II)",
Anh.068,Wer nur den lieben Gott lässt walten (VI),
Anh.069,Wir glauben all an einen Gott (V),
Anh.070,Wir glauben all an einen Gott (VI),
Anh.071,see BWV 1128,
Anh.072,Canon,G minor
Anh.073,"Ich ruf zu dir, Herr Jesu Christ (III)",
Anh.074,"Schmücke dich, o liebe Seele (III)",
Anh.075,"Herr Christ, der einge Gottessohn (III)",
Anh.076,"Jesu, meine Freude (VI)",
Anh.077,"Herr Christ, der einge Gottessohn",
Anh.078,Wenn wir in höchsten Nöten sein,
Anh.079,Befiehl du deine Wege,
Anh.080,Suite,F major
Anh.081,Gigue,
Anh.082,Chaconne,B♭ major
Anh.083,Chaconne,A major
Anh.084,Chaconne,G major
Anh.085,Toccata and Fugue,F minor
Anh.086,Fantasia,C minor
Anh.087,Fantasia,C major
Anh.088,Fugue,C major
Anh.089,Fugue,C major
Anh.090,Fugue,C major
Anh.091,Fugue,G major
Anh.092,Fugue,G major
Anh.093,Fugue,E minor
Anh.094,Fugue,E minor
Anh.095,Fugue,E minor
Anh.096,Fugue,D major
Anh.097,Fugue,F♯ major
Anh.098,Fugue,D minor
Anh.099,Fugue,D minor
Anh.100,Fugue,D minor
Anh.101,Fugue,G minor
Anh.102,Fugue,G♭ major
Anh.103,Fugue,A minor
Anh.104,Fugue,C minor
Anh.105,Fugue,B♭ major
Anh.106,Fugue,G minor
Anh.107,"Fugue (on the theme ""B-A-C-H"")",C major
Anh.108,"Fugue (on the theme ""B-A-C-H"")",C major
Anh.109,"Fugue (on the theme ""B-A-C-H"")",G minor
Anh.110,"Fugue (on the theme ""B-A-C-H"")",C minor
Anh.111,Largo and Allegro,G major
Anh.112,Prelude (Grave),E minor
Anh.112a,Notebook II for Anna Magdalena Bach (20):,
Anh.113,Minuet,F major
Anh.114,Minuet,G major
Anh.115,Minuet,G minor
Anh.116,Minuet,G major
Anh.117,Polonaise,F major
Anh.117a,Polonaise,F major
Anh.118,Minuet,B♭ major
Anh.119,Polonaise,G minor
Anh.120,Minuet,A minor
Anh.121,Minuet,C minor
Anh.122,March,D major
Anh.123,Polonaise,G minor
Anh.124,March,G major
Anh.125,Polonaise,G minor
Anh.126,Musette,D major
Anh.127,March,E♭ major
Anh.128,Polonaise,D minor
Anh.129,Harpsichord Sonata,E♭ major
Anh.130,Polonaise,G major
Anh.131,March,F major
Anh.132,Minuet,D minor
Anh.133–150,Pieces for a Musical Clock (18),
Anh.151,Concerto,C major
Anh.152,Concerto,G major
Anh.153,Violin Sonata,A major
Anh.154,Violin Sonata,E♭ major
Anh.155,Concerto,A major
Anh.156,"Herr Christ, der einge Gottessohn",
Anh.157,Ich habe Lust zu scheiden,
Anh.158,Andrò dall' colle aI Prato,
Anh.159,Ich lasse dich nicht,
Anh.160,"Jauchzet dem Herrn, alle Welt",
Anh.161,Kündlich groß ist das gottselige Geheimnis,
Anh.162,Lob und Ehre und Weisheit und Dank,
Anh.163,"Merk auf, mein Herz und sieh dorthin",
Anh.164,Nun danket alle Gott,
Anh.165,Unser Wandel ist im Himmel,
Anh.166,Mass,E minor
Anh.167,Mass,G major
Anh.168,Kyrie,G minor
Anh.169,Erbauliche Gedanken auf den Gruenen Donnerstag und Charfreitag ueber den Leidenden Jesum,
Anh.170,"Welt ade, ich bin dein müde",
Anh.171,Christ lag in Todesbanden,
Anh.172,"Herr Jesu Christ, dich zu uns wend",
Anh.173–176,Inventions (4),
Anh.177,Prelude and Fugue,E♭ major
Anh.178,Toccata quasi Fantasia con Fuge,A major
Anh.179,Fantasia durch alle Tonarten gehend,
Anh.180,Fugue,D minor
Anh.181,Fugue,A minor
Anh.182,Passacaglia,D minor
Anh.183,Rondo,B♭ major
Anh.184,Violin Sonata,A minor
Anh.185,Sonata for 2 Violins,D major
Anh.186,Sonata for 2 Violins,F major
Anh.187,Trio,F major
Anh.188,Sonata (Concerto),F major
Anh.189,Harpsichord Concerto,A minor
Anh.190,Ich bin ein Pilgrim auf der Welt,
Anh.191,Leb ich oder leb ich icht,
Anh.192,Cantata,
Anh.193,"Herrscher des Himmels, König der Ehren",
Anh.194,Cantata,
Anh.195,"Murmelt nur, ihr heitern Bäche",
Anh.196,"Auf, süß entzückende Gewalt",
Anh.197,Ihr wallenden Wolken,
Anh.198,Sinfonia,
Anh.199,"Siehe, eine Jungfrau ist schwanger",
Anh.200,"O Traurigkeit, o Herzeleid",
Anh.201–204,Chorales (4):,
Anh.201,"Du Friedefürst, Herr Jesu Christ",G minor
Anh.202,Gott has das Evangelium,F major
Anh.203,Och hebe meine Augen auf,A minor
Anh.204,"O Traurigkeit, o Herzeleid",B minor
Anh.205,see BWV 1121,
Anh.206,Ach bleib mit deiner Gnade,
Anh.207,Fugue,E minor
Anh.208,Fugue,E♭ minor
